LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,LITRES/CAPITA,Flag Codes,DATE_CORRECTED
ISL,ALCOHOL,TOT,LT_CAP15,A,1999,5.9,,1/1/1999
ISL,ALCOHOL,TOT,LT_CAP15,A,2000,6.2,,1/1/2000
ISL,ALCOHOL,TOT,LT_CAP15,A,2001,6.4,,1/1/2001
ISL,ALCOHOL,TOT,LT_CAP15,A,2002,6.6,,1/1/2002
ISL,ALCOHOL,TOT,LT_CAP15,A,2003,6.6,,1/1/2003
ISL,ALCOHOL,TOT,LT_CAP15,A,2004,6.8,,1/1/2004
ISL,ALCOHOL,TOT,LT_CAP15,A,2005,7.1,,1/1/2005
ISL,ALCOHOL,TOT,LT_CAP15,A,2006,7.2,,1/1/2006
ISL,ALCOHOL,TOT,LT_CAP15,A,2007,7.5,,1/1/2007
ISL,ALCOHOL,TOT,LT_CAP15,A,2008,7.2,B,1/1/2008
ISL,ALCOHOL,TOT,LT_CAP15,A,2009,7.2,,1/1/2009
ISL,ALCOHOL,TOT,LT_CAP15,A,2010,6.8,,1/1/2010
ISL,ALCOHOL,TOT,LT_CAP15,A,2011,6.8,,1/1/2011
ISL,ALCOHOL,TOT,LT_CAP15,A,2012,6.8,,1/1/2012
ISL,ALCOHOL,TOT,LT_CAP15,A,2013,6.8,,1/1/2013
ISL,ALCOHOL,TOT,LT_CAP15,A,2014,7,,1/1/2014
ISL,ALCOHOL,TOT,LT_CAP15,A,2015,7.7,,1/1/2015
ISL,ALCOHOL,TOT,LT_CAP15,A,2016,7.5,,1/1/2016
ISL,ALCOHOL,TOT,LT_CAP15,A,2017,7.7,,1/1/2017
ISL,ALCOHOL,TOT,LT_CAP15,A,2018,7.7,,1/1/2018
ISL,ALCOHOL,TOT,LT_CAP15,A,2019,7.4,,1/1/2019
ISL,ALCOHOL,TOT,LT_CAP15,A,2020,7.4,,1/1/2020
IRL,ALCOHOL,TOT,LT_CAP15,A,1960,4.9,,1/1/1960
IRL,ALCOHOL,TOT,LT_CAP15,A,1961,5,,1/1/1961
IRL,ALCOHOL,TOT,LT_CAP15,A,1962,5.5,,1/1/1962
IRL,ALCOHOL,TOT,LT_CAP15,A,1963,5.2,,1/1/1963
IRL,ALCOHOL,TOT,LT_CAP15,A,1964,5.6,,1/1/1964
IRL,ALCOHOL,TOT,LT_CAP15,A,1965,5.8,,1/1/1965
IRL,ALCOHOL,TOT,LT_CAP15,A,1966,5.9,,1/1/1966
IRL,ALCOHOL,TOT,LT_CAP15,A,1967,5.9,,1/1/1967
IRL,ALCOHOL,TOT,LT_CAP15,A,1968,6.1,,1/1/1968
IRL,ALCOHOL,TOT,LT_CAP15,A,1969,6.5,,1/1/1969
IRL,ALCOHOL,TOT,LT_CAP15,A,1970,7,,1/1/1970
IRL,ALCOHOL,TOT,LT_CAP15,A,1971,7.3,,1/1/1971
IRL,ALCOHOL,TOT,LT_CAP15,A,1972,7.7,,1/1/1972
IRL,ALCOHOL,TOT,LT_CAP15,A,1973,8.2,,1/1/1973
IRL,ALCOHOL,TOT,LT_CAP15,A,1974,9.3,,1/1/1974
IRL,ALCOHOL,TOT,LT_CAP15,A,1975,9.2,,1/1/1975
IRL,ALCOHOL,TOT,LT_CAP15,A,1976,9,,1/1/1976
IRL,ALCOHOL,TOT,LT_CAP15,A,1977,9.2,,1/1/1977
IRL,ALCOHOL,TOT,LT_CAP15,A,1978,9.8,,1/1/1978
IRL,ALCOHOL,TOT,LT_CAP15,A,1979,10,,1/1/1979
IRL,ALCOHOL,TOT,LT_CAP15,A,1980,9.6,,1/1/1980
IRL,ALCOHOL,TOT,LT_CAP15,A,1981,9.1,,1/1/1981
IRL,ALCOHOL,TOT,LT_CAP15,A,1982,8.8,,1/1/1982
IRL,ALCOHOL,TOT,LT_CAP15,A,1983,8,,1/1/1983
IRL,ALCOHOL,TOT,LT_CAP15,A,1984,9.6,,1/1/1984
IRL,ALCOHOL,TOT,LT_CAP15,A,1985,10,,1/1/1985
IRL,ALCOHOL,TOT,LT_CAP15,A,1986,9.6,,1/1/1986
IRL,ALCOHOL,TOT,LT_CAP15,A,1987,9.5,,1/1/1987
IRL,ALCOHOL,TOT,LT_CAP15,A,1988,9.9,,1/1/1988
IRL,ALCOHOL,TOT,LT_CAP15,A,1989,10.2,,1/1/1989
IRL,ALCOHOL,TOT,LT_CAP15,A,1990,11.2,,1/1/1990
IRL,ALCOHOL,TOT,LT_CAP15,A,1991,11.2,,1/1/1991
IRL,ALCOHOL,TOT,LT_CAP15,A,1992,11.4,,1/1/1992
IRL,ALCOHOL,TOT,LT_CAP15,A,1993,11.2,,1/1/1993
IRL,ALCOHOL,TOT,LT_CAP15,A,1994,11.2,,1/1/1994
IRL,ALCOHOL,TOT,LT_CAP15,A,1995,11.5,,1/1/1995
IRL,ALCOHOL,TOT,LT_CAP15,A,1996,12.2,,1/1/1996
IRL,ALCOHOL,TOT,LT_CAP15,A,1997,12.8,,1/1/1997
IRL,ALCOHOL,TOT,LT_CAP15,A,1998,13.2,,1/1/1998
IRL,ALCOHOL,TOT,LT_CAP15,A,1999,13.8,,1/1/1999
IRL,ALCOHOL,TOT,LT_CAP15,A,2000,14.2,,1/1/2000
IRL,ALCOHOL,TOT,LT_CAP15,A,2001,14.5,,1/1/2001
IRL,ALCOHOL,TOT,LT_CAP15,A,2002,14.3,,1/1/2002
IRL,ALCOHOL,TOT,LT_CAP15,A,2003,13.5,,1/1/2003
IRL,ALCOHOL,TOT,LT_CAP15,A,2004,13.6,,1/1/2004
IRL,ALCOHOL,TOT,LT_CAP15,A,2005,13.4,,1/1/2005
IRL,ALCOHOL,TOT,LT_CAP15,A,2006,13.4,,1/1/2006
IRL,ALCOHOL,TOT,LT_CAP15,A,2007,13.2,,1/1/2007
IRL,ALCOHOL,TOT,LT_CAP15,A,2008,12.2,,1/1/2008
IRL,ALCOHOL,TOT,LT_CAP15,A,2009,11,,1/1/2009
IRL,ALCOHOL,TOT,LT_CAP15,A,2010,11.6,,1/1/2010
IRL,ALCOHOL,TOT,LT_CAP15,A,2011,11.7,,1/1/2011
IRL,ALCOHOL,TOT,LT_CAP15,A,2012,11.5,E,1/1/2012
IRL,ALCOHOL,TOT,LT_CAP15,A,2013,10.6,E,1/1/2013
IRL,ALCOHOL,TOT,LT_CAP15,A,2014,10.8,E,1/1/2014
IRL,ALCOHOL,TOT,LT_CAP15,A,2015,10.7,E,1/1/2015
IRL,ALCOHOL,TOT,LT_CAP15,A,2016,11.2,E,1/1/2016
IRL,ALCOHOL,TOT,LT_CAP15,A,2017,11,E,1/1/2017
IRL,ALCOHOL,TOT,LT_CAP15,A,2018,11,E,1/1/2018
IRL,ALCOHOL,TOT,LT_CAP15,A,2019,10.8,,1/1/2019
IRL,ALCOHOL,TOT,LT_CAP15,A,2020,10.1,,1/1/2020
IRL,ALCOHOL,TOT,LT_CAP15,A,2021,9.5,,1/1/2021
IRL,ALCOHOL,TOT,LT_CAP15,A,2022,10.2,,1/1/2022
ITA,ALCOHOL,TOT,LT_CAP15,A,1961,19.2,,1/1/1961
ITA,ALCOHOL,TOT,LT_CAP15,A,1962,19.4,,1/1/1962
ITA,ALCOHOL,TOT,LT_CAP15,A,1963,18.2,,1/1/1963
ITA,ALCOHOL,TOT,LT_CAP15,A,1964,17.8,,1/1/1964
ITA,ALCOHOL,TOT,LT_CAP15,A,1965,18.4,,1/1/1965
ITA,ALCOHOL,TOT,LT_CAP15,A,1966,18.7,,1/1/1966
ITA,ALCOHOL,TOT,LT_CAP15,A,1967,19,,1/1/1967
ITA,ALCOHOL,TOT,LT_CAP15,A,1968,19.7,,1/1/1968
ITA,ALCOHOL,TOT,LT_CAP15,A,1969,19.7,,1/1/1969
ITA,ALCOHOL,TOT,LT_CAP15,A,1970,19.7,,1/1/1970
ITA,ALCOHOL,TOT,LT_CAP15,A,1971,19.6,,1/1/1971
ITA,ALCOHOL,TOT,LT_CAP15,A,1972,19.5,,1/1/1972
ITA,ALCOHOL,TOT,LT_CAP15,A,1973,19.9,,1/1/1973
ITA,ALCOHOL,TOT,LT_CAP15,A,1974,19.7,,1/1/1974
ITA,ALCOHOL,TOT,LT_CAP15,A,1975,18.3,,1/1/1975
ITA,ALCOHOL,TOT,LT_CAP15,A,1976,17.6,,1/1/1976
ITA,ALCOHOL,TOT,LT_CAP15,A,1977,17,,1/1/1977
ITA,ALCOHOL,TOT,LT_CAP15,A,1978,16.5,,1/1/1978
ITA,ALCOHOL,TOT,LT_CAP15,A,1979,16.5,,1/1/1979
ITA,ALCOHOL,TOT,LT_CAP15,A,1980,16.7,,1/1/1980
ITA,ALCOHOL,TOT,LT_CAP15,A,1981,15.1,,1/1/1981
ITA,ALCOHOL,TOT,LT_CAP15,A,1982,14.5,,1/1/1982
ITA,ALCOHOL,TOT,LT_CAP15,A,1983,14.6,,1/1/1983
ITA,ALCOHOL,TOT,LT_CAP15,A,1984,14.1,,1/1/1984
ITA,ALCOHOL,TOT,LT_CAP15,A,1985,13.2,,1/1/1985
ITA,ALCOHOL,TOT,LT_CAP15,A,1986,12.4,,1/1/1986
ITA,ALCOHOL,TOT,LT_CAP15,A,1987,11.8,,1/1/1987
ITA,ALCOHOL,TOT,LT_CAP15,A,1988,11.4,,1/1/1988
ITA,ALCOHOL,TOT,LT_CAP15,A,1989,11,,1/1/1989
ITA,ALCOHOL,TOT,LT_CAP15,A,1990,11,,1/1/1990
ITA,ALCOHOL,TOT,LT_CAP15,A,1991,10.8,,1/1/1991
ITA,ALCOHOL,TOT,LT_CAP15,A,1992,10.6,,1/1/1992
ITA,ALCOHOL,TOT,LT_CAP15,A,1993,10.3,,1/1/1993
ITA,ALCOHOL,TOT,LT_CAP15,A,1994,10.1,,1/1/1994
ITA,ALCOHOL,TOT,LT_CAP15,A,1995,9.6,,1/1/1995
ITA,ALCOHOL,TOT,LT_CAP15,A,1996,9.1,,1/1/1996
ITA,ALCOHOL,TOT,LT_CAP15,A,1997,9.1,,1/1/1997
ITA,ALCOHOL,TOT,LT_CAP15,A,1998,9,,1/1/1998
ITA,ALCOHOL,TOT,LT_CAP15,A,1999,8.9,,1/1/1999
ITA,ALCOHOL,TOT,LT_CAP15,A,2000,9.8,,1/1/2000
ITA,ALCOHOL,TOT,LT_CAP15,A,2001,9.7,,1/1/2001
ITA,ALCOHOL,TOT,LT_CAP15,A,2002,9.3,,1/1/2002
ITA,ALCOHOL,TOT,LT_CAP15,A,2003,9.3,,1/1/2003
ITA,ALCOHOL,TOT,LT_CAP15,A,2004,9,,1/1/2004
ITA,ALCOHOL,TOT,LT_CAP15,A,2005,8.7,,1/1/2005
ITA,ALCOHOL,TOT,LT_CAP15,A,2006,8.4,,1/1/2006
ITA,ALCOHOL,TOT,LT_CAP15,A,2007,8.4,,1/1/2007
ITA,ALCOHOL,TOT,LT_CAP15,A,2008,8,,1/1/2008
ITA,ALCOHOL,TOT,LT_CAP15,A,2009,7.3,,1/1/2009
ITA,ALCOHOL,TOT,LT_CAP15,A,2010,7,,1/1/2010
ITA,ALCOHOL,TOT,LT_CAP15,A,2011,7,,1/1/2011
ITA,ALCOHOL,TOT,LT_CAP15,A,2012,7.5,,1/1/2012
ITA,ALCOHOL,TOT,LT_CAP15,A,2013,7.4,,1/1/2013
ITA,ALCOHOL,TOT,LT_CAP15,A,2014,7.6,,1/1/2014
ITA,ALCOHOL,TOT,LT_CAP15,A,2015,7.1,,1/1/2015
ITA,ALCOHOL,TOT,LT_CAP15,A,2016,7.1,,1/1/2016
ITA,ALCOHOL,TOT,LT_CAP15,A,2017,7.4,,1/1/2017
ITA,ALCOHOL,TOT,LT_CAP15,A,2018,7.8,,1/1/2018
ITA,ALCOHOL,TOT,LT_CAP15,A,2019,7.7,,1/1/2019
JPN,ALCOHOL,TOT,LT_CAP15,A,1963,5,,1/1/1963
JPN,ALCOHOL,TOT,LT_CAP15,A,1964,5.2,,1/1/1964
JPN,ALCOHOL,TOT,LT_CAP15,A,1965,5.3,,1/1/1965
JPN,ALCOHOL,TOT,LT_CAP15,A,1966,5.3,,1/1/1966
JPN,ALCOHOL,TOT,LT_CAP15,A,1967,5.4,,1/1/1967
JPN,ALCOHOL,TOT,LT_CAP15,A,1968,5.5,,1/1/1968
JPN,ALCOHOL,TOT,LT_CAP15,A,1969,5.8,,1/1/1969
JPN,ALCOHOL,TOT,LT_CAP15,A,1970,6.1,,1/1/1970
JPN,ALCOHOL,TOT,LT_CAP15,A,1971,6.1,,1/1/1971
JPN,ALCOHOL,TOT,LT_CAP15,A,1972,6.2,,1/1/1972
JPN,ALCOHOL,TOT,LT_CAP15,A,1973,6.5,,1/1/1973
JPN,ALCOHOL,TOT,LT_CAP15,A,1974,6.6,,1/1/1974
JPN,ALCOHOL,TOT,LT_CAP15,A,1975,6.7,,1/1/1975
JPN,ALCOHOL,TOT,LT_CAP15,A,1976,6.7,,1/1/1976
JPN,ALCOHOL,TOT,LT_CAP15,A,1977,7,,1/1/1977
JPN,ALCOHOL,TOT,LT_CAP15,A,1978,7,,1/1/1978
JPN,ALCOHOL,TOT,LT_CAP15,A,1979,7.2,,1/1/1979
JPN,ALCOHOL,TOT,LT_CAP15,A,1980,7.1,,1/1/1980
JPN,ALCOHOL,TOT,LT_CAP15,A,1981,7.2,,1/1/1981
JPN,ALCOHOL,TOT,LT_CAP15,A,1982,7.3,,1/1/1982
JPN,ALCOHOL,TOT,LT_CAP15,A,1983,7.5,,1/1/1983
JPN,ALCOHOL,TOT,LT_CAP15,A,1984,7.4,,1/1/1984
JPN,ALCOHOL,TOT,LT_CAP15,A,1985,7.3,,1/1/1985
JPN,ALCOHOL,TOT,LT_CAP15,A,1986,7.5,,1/1/1986
JPN,ALCOHOL,TOT,LT_CAP15,A,1987,7.9,,1/1/1987
JPN,ALCOHOL,TOT,LT_CAP15,A,1988,8.3,,1/1/1988
JPN,ALCOHOL,TOT,LT_CAP15,A,1989,8.6,,1/1/1989
JPN,ALCOHOL,TOT,LT_CAP15,A,1990,9.2,,1/1/1990
JPN,ALCOHOL,TOT,LT_CAP15,A,1991,8.9,,1/1/1991
JPN,ALCOHOL,TOT,LT_CAP15,A,1992,8.9,,1/1/1992
JPN,ALCOHOL,TOT,LT_CAP15,A,1993,9.2,,1/1/1993
JPN,ALCOHOL,TOT,LT_CAP15,A,1994,9.1,,1/1/1994
JPN,ALCOHOL,TOT,LT_CAP15,A,1995,8.9,,1/1/1995
JPN,ALCOHOL,TOT,LT_CAP15,A,1996,9,,1/1/1996
JPN,ALCOHOL,TOT,LT_CAP15,A,1997,8.8,,1/1/1997
JPN,ALCOHOL,TOT,LT_CAP15,A,1998,8.7,,1/1/1998
JPN,ALCOHOL,TOT,LT_CAP15,A,1999,8.8,,1/1/1999
JPN,ALCOHOL,TOT,LT_CAP15,A,2000,8.6,,1/1/2000
JPN,ALCOHOL,TOT,LT_CAP15,A,2001,8.6,,1/1/2001
JPN,ALCOHOL,TOT,LT_CAP15,A,2002,8.4,,1/1/2002
JPN,ALCOHOL,TOT,LT_CAP15,A,2003,8.4,,1/1/2003
JPN,ALCOHOL,TOT,LT_CAP15,A,2004,8.2,,1/1/2004
JPN,ALCOHOL,TOT,LT_CAP15,A,2005,8.5,,1/1/2005
JPN,ALCOHOL,TOT,LT_CAP15,A,2006,7.9,,1/1/2006
JPN,ALCOHOL,TOT,LT_CAP15,A,2007,7.7,,1/1/2007
JPN,ALCOHOL,TOT,LT_CAP15,A,2008,7.5,,1/1/2008
JPN,ALCOHOL,TOT,LT_CAP15,A,2009,7.4,,1/1/2009
JPN,ALCOHOL,TOT,LT_CAP15,A,2010,7.3,,1/1/2010
JPN,ALCOHOL,TOT,LT_CAP15,A,2011,7.3,,1/1/2011
JPN,ALCOHOL,TOT,LT_CAP15,A,2012,7.2,,1/1/2012
JPN,ALCOHOL,TOT,LT_CAP15,A,2013,7.4,,1/1/2013
JPN,ALCOHOL,TOT,LT_CAP15,A,2014,7.1,,1/1/2014
JPN,ALCOHOL,TOT,LT_CAP15,A,2015,7.2,,1/1/2015
JPN,ALCOHOL,TOT,LT_CAP15,A,2016,7.2,,1/1/2016
JPN,ALCOHOL,TOT,LT_CAP15,A,2017,7.2,,1/1/2017
JPN,ALCOHOL,TOT,LT_CAP15,A,2018,7.2,,1/1/2018
JPN,ALCOHOL,TOT,LT_CAP15,A,2019,7.1,,1/1/2019
JPN,ALCOHOL,TOT,LT_CAP15,A,2020,6.7,,1/1/2020
JPN,ALCOHOL,TOT,LT_CAP15,A,2021,6.6,,1/1/2021
KOR,ALCOHOL,TOT,LT_CAP15,A,1961,6,,1/1/1961
KOR,ALCOHOL,TOT,LT_CAP15,A,1962,7,,1/1/1962
KOR,ALCOHOL,TOT,LT_CAP15,A,1963,5.9,,1/1/1963
KOR,ALCOHOL,TOT,LT_CAP15,A,1964,5.2,,1/1/1964
KOR,ALCOHOL,TOT,LT_CAP15,A,1965,6,,1/1/1965
KOR,ALCOHOL,TOT,LT_CAP15,A,1966,7.6,,1/1/1966
KOR,ALCOHOL,TOT,LT_CAP15,A,1967,8.9,,1/1/1967
KOR,ALCOHOL,TOT,LT_CAP15,A,1968,8.4,,1/1/1968
KOR,ALCOHOL,TOT,LT_CAP15,A,1969,9.4,,1/1/1969
KOR,ALCOHOL,TOT,LT_CAP15,A,1970,11.3,,1/1/1970
KOR,ALCOHOL,TOT,LT_CAP15,A,1971,14.4,,1/1/1971
KOR,ALCOHOL,TOT,LT_CAP15,A,1972,15.2,,1/1/1972
KOR,ALCOHOL,TOT,LT_CAP15,A,1973,16.8,,1/1/1973
KOR,ALCOHOL,TOT,LT_CAP15,A,1974,16.6,,1/1/1974
KOR,ALCOHOL,TOT,LT_CAP15,A,1975,15.2,,1/1/1975
KOR,ALCOHOL,TOT,LT_CAP15,A,1976,16,,1/1/1976
KOR,ALCOHOL,TOT,LT_CAP15,A,1977,16.7,,1/1/1977
KOR,ALCOHOL,TOT,LT_CAP15,A,1978,14.3,,1/1/1978
KOR,ALCOHOL,TOT,LT_CAP15,A,1979,14.4,,1/1/1979
KOR,ALCOHOL,TOT,LT_CAP15,A,1980,14.8,,1/1/1980
KOR,ALCOHOL,TOT,LT_CAP15,A,1981,14.2,,1/1/1981
KOR,ALCOHOL,TOT,LT_CAP15,A,1982,13.7,,1/1/1982
KOR,ALCOHOL,TOT,LT_CAP15,A,1983,10.7,,1/1/1983
KOR,ALCOHOL,TOT,LT_CAP15,A,1984,10.7,,1/1/1984
KOR,ALCOHOL,TOT,LT_CAP15,A,1985,10.2,,1/1/1985
KOR,ALCOHOL,TOT,LT_CAP15,A,1986,10.3,,1/1/1986
KOR,ALCOHOL,TOT,LT_CAP15,A,1987,10.2,,1/1/1987
KOR,ALCOHOL,TOT,LT_CAP15,A,1988,9.5,B,1/1/1988
KOR,ALCOHOL,TOT,LT_CAP15,A,1989,9.5,,1/1/1989
KOR,ALCOHOL,TOT,LT_CAP15,A,1990,9.1,,1/1/1990
KOR,ALCOHOL,TOT,LT_CAP15,A,1991,8.8,,1/1/1991
KOR,ALCOHOL,TOT,LT_CAP15,A,1992,8.9,,1/1/1992
KOR,ALCOHOL,TOT,LT_CAP15,A,1993,8.7,,1/1/1993
KOR,ALCOHOL,TOT,LT_CAP15,A,1994,9.1,,1/1/1994
KOR,ALCOHOL,TOT,LT_CAP15,A,1995,8.9,,1/1/1995
KOR,ALCOHOL,TOT,LT_CAP15,A,1996,9.1,,1/1/1996
KOR,ALCOHOL,TOT,LT_CAP15,A,1997,8.9,,1/1/1997
KOR,ALCOHOL,TOT,LT_CAP15,A,1998,8.7,,1/1/1998
KOR,ALCOHOL,TOT,LT_CAP15,A,1999,9.2,,1/1/1999
KOR,ALCOHOL,TOT,LT_CAP15,A,2000,8.9,,1/1/2000
KOR,ALCOHOL,TOT,LT_CAP15,A,2001,8.5,,1/1/2001
KOR,ALCOHOL,TOT,LT_CAP15,A,2002,9.2,,1/1/2002
KOR,ALCOHOL,TOT,LT_CAP15,A,2003,9.3,,1/1/2003
KOR,ALCOHOL,TOT,LT_CAP15,A,2004,9.3,,1/1/2004
KOR,ALCOHOL,TOT,LT_CAP15,A,2005,9,,1/1/2005
KOR,ALCOHOL,TOT,LT_CAP15,A,2006,9.2,,1/1/2006
KOR,ALCOHOL,TOT,LT_CAP15,A,2007,9.3,,1/1/2007
KOR,ALCOHOL,TOT,LT_CAP15,A,2008,9.5,,1/1/2008
KOR,ALCOHOL,TOT,LT_CAP15,A,2009,8.9,,1/1/2009
KOR,ALCOHOL,TOT,LT_CAP15,A,2010,8.9,,1/1/2010
KOR,ALCOHOL,TOT,LT_CAP15,A,2011,8.9,,1/1/2011
KOR,ALCOHOL,TOT,LT_CAP15,A,2012,9,,1/1/2012
KOR,ALCOHOL,TOT,LT_CAP15,A,2013,8.7,,1/1/2013
KOR,ALCOHOL,TOT,LT_CAP15,A,2014,8.9,,1/1/2014
KOR,ALCOHOL,TOT,LT_CAP15,A,2015,9.1,,1/1/2015
KOR,ALCOHOL,TOT,LT_CAP15,A,2016,8.7,,1/1/2016
KOR,ALCOHOL,TOT,LT_CAP15,A,2017,8.7,,1/1/2017
KOR,ALCOHOL,TOT,LT_CAP15,A,2018,8.5,,1/1/2018
KOR,ALCOHOL,TOT,LT_CAP15,A,2019,8.3,,1/1/2019
KOR,ALCOHOL,TOT,LT_CAP15,A,2020,7.9,,1/1/2020
KOR,ALCOHOL,TOT,LT_CAP15,A,2021,7.7,,1/1/2021
LUX,ALCOHOL,TOT,LT_CAP15,A,1961,18.5,D,1/1/1961
LUX,ALCOHOL,TOT,LT_CAP15,A,1962,18.3,D,1/1/1962
LUX,ALCOHOL,TOT,LT_CAP15,A,1963,18.7,D,1/1/1963
LUX,ALCOHOL,TOT,LT_CAP15,A,1964,18.8,D,1/1/1964
LUX,ALCOHOL,TOT,LT_CAP15,A,1965,18.7,D,1/1/1965
LUX,ALCOHOL,TOT,LT_CAP15,A,1966,18.5,D,1/1/1966
LUX,ALCOHOL,TOT,LT_CAP15,A,1967,18.3,D,1/1/1967
LUX,ALCOHOL,TOT,LT_CAP15,A,1968,18.3,D,1/1/1968
LUX,ALCOHOL,TOT,LT_CAP15,A,1969,18.6,D,1/1/1969
LUX,ALCOHOL,TOT,LT_CAP15,A,1970,18.7,D,1/1/1970
LUX,ALCOHOL,TOT,LT_CAP15,A,1971,19,D,1/1/1971
LUX,ALCOHOL,TOT,LT_CAP15,A,1972,18.7,D,1/1/1972
LUX,ALCOHOL,TOT,LT_CAP15,A,1973,19.1,D,1/1/1973
LUX,ALCOHOL,TOT,LT_CAP15,A,1974,18.5,D,1/1/1974
LUX,ALCOHOL,TOT,LT_CAP15,A,1975,19,D,1/1/1975
LUX,ALCOHOL,TOT,LT_CAP15,A,1976,19,D,1/1/1976
LUX,ALCOHOL,TOT,LT_CAP15,A,1977,18.6,D,1/1/1977
LUX,ALCOHOL,TOT,LT_CAP15,A,1978,18.1,D,1/1/1978
LUX,ALCOHOL,TOT,LT_CAP15,A,1979,18,D,1/1/1979
LUX,ALCOHOL,TOT,LT_CAP15,A,1980,17.7,D,1/1/1980
LUX,ALCOHOL,TOT,LT_CAP15,A,1981,17.2,D,1/1/1981
LUX,ALCOHOL,TOT,LT_CAP15,A,1982,17,D,1/1/1982
LUX,ALCOHOL,TOT,LT_CAP15,A,1983,16.7,D,1/1/1983
LUX,ALCOHOL,TOT,LT_CAP15,A,1984,16,D,1/1/1984
LUX,ALCOHOL,TOT,LT_CAP15,A,1985,15.9,D,1/1/1985
LUX,ALCOHOL,TOT,LT_CAP15,A,1986,15.4,D,1/1/1986
LUX,ALCOHOL,TOT,LT_CAP15,A,1987,15.4,D,1/1/1987
LUX,ALCOHOL,TOT,LT_CAP15,A,1988,15.2,D,1/1/1988
LUX,ALCOHOL,TOT,LT_CAP15,A,1989,15.3,D,1/1/1989
LUX,ALCOHOL,TOT,LT_CAP15,A,1990,15.3,D,1/1/1990
LUX,ALCOHOL,TOT,LT_CAP15,A,1991,14.4,D,1/1/1991
LUX,ALCOHOL,TOT,LT_CAP15,A,1992,14.3,D,1/1/1992
LUX,ALCOHOL,TOT,LT_CAP15,A,1993,13.9,D,1/1/1993
LUX,ALCOHOL,TOT,LT_CAP15,A,1994,13.7,D,1/1/1994
LUX,ALCOHOL,TOT,LT_CAP15,A,1995,13.7,D,1/1/1995
LUX,ALCOHOL,TOT,LT_CAP15,A,1996,13.4,D,1/1/1996
LUX,ALCOHOL,TOT,LT_CAP15,A,1997,13.2,D,1/1/1997
LUX,ALCOHOL,TOT,LT_CAP15,A,1998,13,D,1/1/1998
LUX,ALCOHOL,TOT,LT_CAP15,A,1999,13,D,1/1/1999
LUX,ALCOHOL,TOT,LT_CAP15,A,2000,13.4,D,1/1/2000
LUX,ALCOHOL,TOT,LT_CAP15,A,2001,13.3,D,1/1/2001
LUX,ALCOHOL,TOT,LT_CAP15,A,2002,13.1,D,1/1/2002
LUX,ALCOHOL,TOT,LT_CAP15,A,2003,12.7,D,1/1/2003
LUX,ALCOHOL,TOT,LT_CAP15,A,2004,12.5,D,1/1/2004
LUX,ALCOHOL,TOT,LT_CAP15,A,2005,12.3,D,1/1/2005
LUX,ALCOHOL,TOT,LT_CAP15,A,2006,12.4,D,1/1/2006
LUX,ALCOHOL,TOT,LT_CAP15,A,2007,12.2,D,1/1/2007
LUX,ALCOHOL,TOT,LT_CAP15,A,2008,12,D,1/1/2008
LUX,ALCOHOL,TOT,LT_CAP15,A,2009,11.9,D,1/1/2009
LUX,ALCOHOL,TOT,LT_CAP15,A,2010,11.9,D,1/1/2010
LUX,ALCOHOL,TOT,LT_CAP15,A,2011,11.8,D,1/1/2011
LUX,ALCOHOL,TOT,LT_CAP15,A,2012,11.8,D,1/1/2012
LUX,ALCOHOL,TOT,LT_CAP15,A,2013,11.4,D,1/1/2013
LUX,ALCOHOL,TOT,LT_CAP15,A,2014,11.6,D,1/1/2014
LUX,ALCOHOL,TOT,LT_CAP15,A,2015,11.5,D,1/1/2015
LUX,ALCOHOL,TOT,LT_CAP15,A,2016,11.4,D,1/1/2016
LUX,ALCOHOL,TOT,LT_CAP15,A,2017,11.3,D,1/1/2017
LUX,ALCOHOL,TOT,LT_CAP15,A,2018,11.1,D,1/1/2018
LUX,ALCOHOL,TOT,LT_CAP15,A,2019,11,D,1/1/2019
MEX,ALCOHOL,TOT,LT_CAP15,A,1961,2.8,,1/1/1961
MEX,ALCOHOL,TOT,LT_CAP15,A,1962,2.8,,1/1/1962
MEX,ALCOHOL,TOT,LT_CAP15,A,1963,2.6,,1/1/1963
MEX,ALCOHOL,TOT,LT_CAP15,A,1964,2.9,,1/1/1964
MEX,ALCOHOL,TOT,LT_CAP15,A,1965,3.1,,1/1/1965
MEX,ALCOHOL,TOT,LT_CAP15,A,1966,3.1,,1/1/1966
MEX,ALCOHOL,TOT,LT_CAP15,A,1967,3.5,,1/1/1967
MEX,ALCOHOL,TOT,LT_CAP15,A,1968,3.4,,1/1/1968
MEX,ALCOHOL,TOT,LT_CAP15,A,1969,3.5,,1/1/1969
MEX,ALCOHOL,TOT,LT_CAP15,A,1970,3.4,,1/1/1970
MEX,ALCOHOL,TOT,LT_CAP15,A,1971,3.1,,1/1/1971
MEX,ALCOHOL,TOT,LT_CAP15,A,1972,3.3,,1/1/1972
MEX,ALCOHOL,TOT,LT_CAP15,A,1973,3.5,,1/1/1973
MEX,ALCOHOL,TOT,LT_CAP15,A,1974,3.8,,1/1/1974
MEX,ALCOHOL,TOT,LT_CAP15,A,1975,3.9,,1/1/1975
MEX,ALCOHOL,TOT,LT_CAP15,A,1976,4,,1/1/1976
MEX,ALCOHOL,TOT,LT_CAP15,A,1977,4.3,,1/1/1977
